query,query_lang,claim_text,claimant,claim_date,claim_date_parsed,claim_year,claim_month,publisher_name,publisher_domain,review_title,review_url,review_date,rating,rating_clean,language,language_name,claim_char_len,claim_word_len,detected_script,has_claimant,data_source
,,શેરમાં નવરાત્રી બંધ રહેશે અને ગામડામાં ચાલુ,sharechat user,2020-10-09T00:00:00Z,2020-10-09 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://itel.dailyhunt.in/news/india/gujarati/newschecker+gujarati-epaper-nwschgu/gamadama+navaratrina+aayojanane+manjuri+hovano+bhramak+davo+vayaral-newsid-n220730114?pgs=N&pgn=0&,2020-10-09T00:00:00Z,false,false,gu,Gujarati,43,7,gujarati,True,xfact_2021
,,Jio Breaking ऑफर 2020 में मुकेश अंबानी दुनिया के 4th सबसे धनि व्यक्ति बनने की ख़ुशी में नीता अंबानी ने 99 हजार Jio यूजर को ₹401 का रिचार्ज फ्री में देने का वादा किया है तो अभी निचे नीले रंग की लिंक पर क्लिक करके अपने नंबर पर रिचार्ज करे।,facebook users,2020-09-24T00:00:00Z,2020-09-24 00:00:00+00:00,2020.0,9.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-09-26T00:00:00Z,false,false,gu,Gujarati,236,50,devanagari,True,xfact_2021
,,લદ્દાખના ગાલવાન વિસ્તારમાં ભારતીય સેના અને ચીન વચ્ચે અથડામણનો વિડિયો…અથડામણમાં ભારતના એક અદિકારી અને બે સૈનિકો થયા હતા શહિદ,facebook user,2020-06-16T00:00:00Z,2020-06-16 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://www.bbc.com/gujarati/india-53970628,2020-06-19T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,123,19,gujarati,True,xfact_2021
,,या तो हमे सरिया अदालत खोलने दो या हमे अलग देश दो,twitter user,2020-08-27T00:00:00Z,2020-08-27 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-08-27T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,48,12,devanagari,True,xfact_2021
,,कपिल मिश्रा का भाषण सुने वह जज साहब जज बनने के पहले 10 सालों तक कांग्रेसी नेता मनीष तिवारी के असिस्टेंट थे और कांग्रेश के जमाने के कॉलेजियम ने ही उन्हें हाईकोर्ट का जज बनाया था इतना ही नहीं सोनिया गांधी का पर्चा भरते समय वह सोनिया गांधी के वकील थे,twitter user,2020-02-28T00:00:00Z,2020-02-28 00:00:00+00:00,2020.0,2.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.newschecker.in/tag/judge/feed/,2020-02-29T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,247,51,devanagari,True,xfact_2021
,,"મુંબઈ રેલવે સ્ટેશન લોકોની સ્ક્રિનિંગ કરવા માટે રોબોટ મુકાયો, સેન્ટ્રલ રેલવે તરફથી મુકાયેલો રોબોટ આવતા-જતા તમામ લોકોની કરશે સ્ક્રિનિંગ, રોબોટનું નામ કેપ્ટન અર્જુન",twitter user,2020-06-13T00:00:00Z,2020-06-13 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-06-16T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,161,23,gujarati,True,xfact_2021
,,"स्टूडेंट्स पर तो भारत सरकार की नजर बनी हुई है। लगता है अब गरीब किसान मजदूर का लड़का भी आत्मनिर्भर बन जाएगा, क्योंकि अब उसको नरेगा में वेकेंसी ओपन मिलेंगी",facebook user,2020-08-29T00:00:00Z,2020-08-29 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-09-03T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,153,30,devanagari,True,xfact_2021
,,"જો તમારે નોકરી કરવી હોઈ તો તમારો ફોન નમ્બર આપો, અને ભણતર પણ સાથે લખજો ભણતર ની લાયકાત, જે આ પોસ્ટને શેર કરશે એને તરત ફોર્મ મોકલવામાં આવશે",Facebook user,2020-06-15T00:00:00Z,2020-06-15 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-06-25T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,136,28,gujarati,True,xfact_2021
,,ये तस्वीर प्रधानमंत्री और भाजपा सरकार को तमाचा है जिस की गुंज पुरे विश्व को सुनाई देगी | #भाजपाइयों को छोड़कर पुरे भारत मे बढ़ते बलात्कार की घटनाओं को लेकर इस महिला ने अपने पुरे जिस्म को काटेंदार तार से लपेटकर ये संदेश दिया है कि भाजपा की सरकार मे महिलाए सुरक्षित नही हैं |,facebook-twitter users,2020-10-01T00:00:00Z,2020-10-01 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-10-01T00:00:00Z,false,false,gu,Gujarati,273,55,devanagari,True,xfact_2021
,,"A black day When many army soldiers were martyred in Pulwama. Today, even after one year, there was no investigation.Keep creating vote bank just by showing false",twitter user,2020-02-14T00:00:00Z,2020-02-14 00:00:00+00:00,2020.0,2.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-02-14T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,162,27,latin,True,xfact_2021
,,પાકિસ્તાની સંસદ માં લાગ્યા મોદી મોદી ના નારા,facebook user,2020-10-29T00:00:00Z,2020-10-29 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://www.bbc.com/gujarati/international-54763633,2020-10-30T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,44,8,gujarati,True,xfact_2021
,,"સોશિયલ મીડિયા પર એક વિડિઓ વાયરલ કરવામાં આવ્યો છે, જેને અમદાવાદના જમાલપુરના દ્રશ્ય હોવનો દાવો કરવામાં આવ્યો છે. આ વિડિઓ સાથે કેપ્શન આપવામાં આવ્યું છે, ""અમદાવાદના જમાલપુરના આ દ્રશ્ય, પરિસ્થિતિમાં 3 May શુ દિવાળી સુધી પણ લોકડાઉન નહીં ખુલે"" એટલેકે લોકો જે પ્રકારે લોકડાઉનનો ભંગ કરી રહ્યા છે તે જોતા દિવાળી સુધી પણ લોકડાઉન હટાવવામાં નહીં આવે.",,,,,,gujarati.newschecker.in,gujarati.newschecker.in,,http://gujarati.newschecker.in/tag/mumbai/feed/,2020-05-02T00:00:00Z,false,false,gu,Gujarati,337,57,gujarati,False,xfact_2021
,,મનીષાબેન કોઈ ઉચ્ચ પરીક્ષા પાસ કરી ઓફિસ કે ઘરે આવ્યા છે અને લોકો એમનું સન્માન કરી રહ્યાં છે.,facebook user,2020-10-05T00:00:00Z,2020-10-05 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://m.dailyhunt.in/news/india/gujarati/newschecker+in+gujarati-epaper-nwschgu/hatharas+kandani+pidita+manisha+valmiki+hovana+dava+sathe+bhramak+vidio+vayaral-newsid-n221421696,2020-10-12T00:00:00Z,false,false,gu,Gujarati,91,18,gujarati,True,xfact_2021
,,"અમિતાભનો કોવિડ 19 નો ટેસ્ટ નેગેટિવ , એક - બે દિવસમાં ડિસ્ચાર્જ મળે તેવી શક્યતા , અભિષેકને આજે રજા મળી શકે છે",facebook users,2020-07-23T00:00:00Z,2020-07-23 00:00:00+00:00,2020.0,7.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-07-24T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,108,22,gujarati,True,xfact_2021
,,બ્રિટિશ એરવેઝ વિશ્વને અલવિદા કહી રહ્યો છે. છેલ્લા 70 વર્ષથી સૌથી વધુ નફો મેળવનારી એરલાઇન કંપની બન્ધ થઈ રહી છે જે માન્યામાં ન આવે તેવી વાત છે.,facebook user,2020-06-30T00:00:00Z,2020-06-30 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-07-07T00:00:00Z,false,false,gu,Gujarati,141,27,gujarati,True,xfact_2021
,,સુરત શહેરમાં કોરોના વાયરસને લઈ સ્થિતિ બેકાબૂ બની ગઈ છે. આ બધા વચ્ચે 108 એમ્બ્યુલન્સ (108 Ambulance Driver)ના એક ડ્રાઇવરની તેના પરિચિત સાથેની વાતચીતની એક ઓડીઓ ક્લિપ વાયરલ,whatsapp user,2020-07-15T00:00:00Z,2020-07-15 00:00:00+00:00,2020.0,7.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.news18.com/news/south-gujarat/surat-surat-crime-branch-arrests-108-ambulance-ex-driver-for-viral-audio-clip-about-surat-civil-corona-death-vz-999359.html,2020-07-17T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,169,28,gujarati,True,xfact_2021
,,Ganpati Bappa in Galwan Valley Ladhak 🇳🇪 Jai Hind 🇳🇪 To our spirited jawana in Ladakh...,facebook user,2020-08-29T00:00:00Z,2020-08-29 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-08-29T00:00:00Z,false,false,gu,Gujarati,88,16,latin,True,xfact_2021
,,નરેશ કનોડિયાનું અવસાન,share chat user,2020-10-23T00:00:00Z,2020-10-23 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://www.bbc.com/gujarati/india-54678024,2020-10-26T00:00:00Z,false,false,gu,Gujarati,21,3,gujarati,True,xfact_2021
,,"આમિર ખાન સાથે કામ કરી ચૂકેલા જાવેદ હૈદર શાકભાજી વેચવા મજબૂર, અભિનેતા જાવેદ હૈદર પણ અન્ય કલાકારોની જેમ આર્થિક મુશ્કેલીમાંથી પસાર થઈ રહ્યા છે.",twitter user,2020-06-29T00:00:00Z,2020-06-29 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://hi-in.facebook.com/middaygujarati/posts/4030182507055893/,2020-07-03T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,140,24,gujarati,True,xfact_2021
,,Medical Jihad after UPSC.,Facebook user,2020-10-16T00:00:00Z,2020-10-16 00:00:00+00:00,2020.0,10.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-10-21T00:00:00Z,false,false,gu,Gujarati,25,4,latin,True,xfact_2021
,,ગરમ પાણી ની વરાળ લેવાથી કોરોના વાયરસ નાબૂદ થાય છે.,share chat user,2020-07-22T00:00:00Z,2020-07-22 00:00:00+00:00,2020.0,7.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.newschecker.in/coronavirus/steam-therapy-kills-coronavirus/,2020-07-23T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,50,10,gujarati,True,xfact_2021
,,જૂનાગઢ ગિરનાર જંગલ માં આવેલો પૂજ્ય કાશ્મીરી બાપુ ના અમકું આશ્રમ માં પર્વત માળા ઉપર થી વહેતું વરસાદી પાણી નયન રમ્ય દર્સ્ય જોવો મજા આવશે,Facebook user,2020-08-17T00:00:00Z,2020-08-17 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.factcrescendo.com/video-of-maleshwat-temple-ratnagiri-goes-viral-as-an-ashram-in-girnar-junagadh/,2020-08-17T00:00:00Z,false,false,gu,Gujarati,134,25,gujarati,True,xfact_2021
,,સુશાંતસિંહ રાજપૂતના આત્મહત્યા મામલે અમિતભાઇ શાહ એક્શનમાં..,facebook user,2020-07-18T00:00:00Z,2020-07-18 00:00:00+00:00,2020.0,7.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-07-21T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,58,7,gujarati,True,xfact_2021
,,"રૂઝાન આવવા લાગ્યું.. મોદી 2021નો એન્ડ પણ નહીં જોવે, એ પહેલાં જ એ રાજીનામુ આપી દેશે.. શેયર કરો મિત્રો",twitter user,2020-07-09T00:00:00Z,2020-07-09 00:00:00+00:00,2020.0,7.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-07-13T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,100,19,gujarati,True,xfact_2021
,,आयुष मंत्रालय में दवाईयों पर रिसर्च और अप्रूवल देने वाले साइंटिफिक पैनल के टॉप 6 साइंटिस्टों का नाम पढ़िए,facebook user,2020-06-26T00:00:00Z,2020-06-26 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-06-30T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,105,19,devanagari,True,xfact_2021
,,ચાઇના ની હાલત શું છે એકવાર વીડીયો જરૂર જુઓ મારૂ મારૂ કરતા આટલી વાર લાગે બધું પૂરું થતાં. 🙏 યોગ્ય લાગ…,facebook user,2020-08-21T00:00:00Z,2020-08-21 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-08-28T00:00:00Z,false,false,gu,Gujarati,101,21,gujarati,True,xfact_2021
,,"પ્રદીપસિંહ અગાઉ કરેલ સજા નું નોટિફિકેશન પરિપત્ર આજ રોજ થી લાગુ, ગુજરાત ગૌ હત્યા ઉપર આજીવન કેદ ની સજા. ખુબ ખુબ આભાર ગુજરાત સરકાર #જયગૌમાતા",facebook user,2020-06-13T00:00:00Z,2020-06-13 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.factcrescendo.com/explainer-did-gujarat-government-pass-resulation-against-cow-slaughter-recently/,2020-06-15T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,137,25,gujarati,True,xfact_2021
,,"રાષ્ટ્રપતિ ભવન સ્થિત મુઘલ ગાર્ડન હવે થી ""રાજેન્દ્ર પ્રસાદ ગાર્ડન"" થી નામાધીન! ✌️ PM મોદી Power",facebook user,2020-08-17T00:00:00Z,2020-08-17 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://tecno.dailyhunt.in/news/india/gujarati/newschecker+in+gujarati-epaper-nwschgu/rashtrapati+bhavan+khate+aavel+mughal+gardananu+nam+do+rajendr+prasad+rakhavama+aavyu+hovano+bhramak+davo+vayaral-newsid-n208515092,2020-08-22T00:00:00Z,false,false,gu,Gujarati,94,16,gujarati,True,xfact_2021
,,હરિયાણા માં ભાજપ ધારાસભ્ય અને અધિકારી ની જનતા દ્વારા ધમધમાટ ધોલાઈ....,facebook user,2020-08-01T00:00:00Z,2020-08-01 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-08-04T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,69,11,gujarati,True,xfact_2021
,,क्या ये ही था गुजरात मॉडल हजारो लोग पदयात्रा करते हुए अपने घरों की तरफ अग्रसर -जब सारी उम्मीद टूट गयी हो गुजरात सरकार से तब रास्ता भी क्या बचता है,twitter user,2020-05-10T00:00:00Z,2020-05-10 00:00:00+00:00,2020.0,5.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-05-12T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,146,31,devanagari,True,xfact_2021
,,"છાપરા સાથે માણસ કે માણસ સાથે છાપરું ઉડયું? : નિસર્ગ વાવાઝોડામાં અનેક ડરામણાં દ્રષ્યો સાથે મો પર હાસ્ય લાવતું આ દ્રશ્યનો વિડિઓ જરૂર જુવો"" કેપ્શન સાથે વાયરલ કરવામાં આવ્યો છે.",facebook user,2020-06-03T00:00:00Z,2020-06-03 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://www.bbc.com/gujarati/india-52866434,2020-06-08T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,172,30,gujarati,True,xfact_2021
,,ડો.વિધિ ચિકિસ્તક વીરાંગના દેશવાસીઓ ની સેવા સેવા કરતા કરતા પોતાના પ્રાણ ગુમાવ્યા,Facebook user,2020-09-13T00:00:00Z,2020-09-13 00:00:00+00:00,2020.0,9.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://tecno.dailyhunt.in/news/india/gujarati/newschecker+gujarati-epaper-nwschgu/amadavadana+do+vidhinu+korona+sankramit+thavathi+mrutyu+thaya+hovana+dava+sathe+kerelani+ektresani+tasvir+vayaral-newsid-n215422232?pgs=N&pgn=0&,2020-09-17T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,79,12,gujarati,True,xfact_2021
,,અમેરીકા સુધી જેના વખાણ થયા તે જયોતી બુજાઈ ગઈ😢,twitter user,2020-07-04T00:00:00Z,2020-07-04 00:00:00+00:00,2020.0,7.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.newschecker.in/fact-checks/viral-claims-about-rape-and-murder-of-cycle-girl-jyoti-paswan-are-fake/,2020-07-10T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,45,9,gujarati,True,xfact_2021
,,बड़ोदा की महारानी राधिका राजे गायकवाड़ है जिन्हें फोर्ब्स मैगजीन ने भारतीय राज्य वंश की सबसे खूबसूरत महिला घोषित किया है।लक्ष्मी विला पैलेस बड़ौदा700 एकड़ और बंकिघम पैलेस के 4 गुना आकार में फैला है।यह दुनिया का सबसे बड़ा निजी निवास है।सब छोड़कर जैन साध्वी की दीक्षा ली साथियो जब किसी में बादल मन के आसमान में छाते है तो संसार का वैभव पेड़ के सूखे पत्तों की तरह मुरझाया हुआ लगता है साथियों सिर्फ धन व नाम के पीछे न दौड़े चिता में कुछ साथ नही जाएगा.,facebook user,2020-08-17T00:00:00Z,2020-08-17 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-08-20T00:00:00Z,false,false,gu,Gujarati,439,88,devanagari,True,xfact_2021
,,ક્રિસ્ટિઆનો રોનાલ્ડો એ પોતાની તમામ હોટલ કોરોના વાયરસના કારણે હોસ્પિટલમાં ફેરવી નાખી,twitter user,2020-05-09T00:00:00Z,2020-05-09 00:00:00+00:00,2020.0,5.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.newschecker.in/coronavirus/cristiano-ronaldo-will-convert-his-hotels-into-coronavirus-hospitals/,2020-03-17T00:00:00Z,false,false,gu,Gujarati,83,12,gujarati,True,xfact_2021
,,ભક્તો.......આટલી નિચ હદે❓,twitter user,2020-07-07T00:00:00Z,2020-07-07 00:00:00+00:00,2020.0,7.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-07-09T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,25,3,gujarati,True,xfact_2021
,,પતંજલી ની આયુર્વેદિક કોરોના દવા પર પ્રતિબંધ લગાવનાર #ડો.મુંજાહિદ હુસેન ને આયુષ મંત્રાલય એ કાઢી મુક્યો,twitter user,2020-06-25T00:00:00Z,2020-06-25 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://www.bbc.com/gujarati/india-53269977,2020-06-27T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,101,16,gujarati,True,xfact_2021
,,"કેરલા મા કુદરતી આપદા મા ધર્માદો કરી પાપ ના ભાગીદાર ન બનવુ, ત્યા માણસાઈ નથી. વાર્ષિક 600 નિર્દોષ હાથી ને મારે છે અન્ય જીવ અલગ",facebook user,2020-06-03T00:00:00Z,2020-06-03 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.factcrescendo.com/do-600-elephants-get-killed-in-kerala-each-year/,2020-06-10T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,124,25,gujarati,True,xfact_2021
,,5 જૂનથી દરેક ભાષા મા ભારત નુ નામ ભારત હશે India નહી હોય,facebook user,2020-06-10T00:00:00Z,2020-06-10 00:00:00+00:00,2020.0,6.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-06-12T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,55,13,gujarati,True,xfact_2021
,,વઢવાણ : ટ્રેઈનના ડબ્બામાં માતા બાળકને જોઇને હ્રદય દ્રવી ઉઠશે,facebook user,2020-05-17T00:00:00Z,2020-05-17 00:00:00+00:00,2020.0,5.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.factcrescendo.com/video-of-mother-sitting-between-train-bogies-from-bangladesh-sahred-as-recently-from-india/,2020-05-19T00:00:00Z,false,false,gu,Gujarati,60,10,gujarati,True,xfact_2021
,,"ABP ASMITA ગુજરાતી ન્યુઝ ચેનલ દ્વારા ખબર પ્રકાશિત કરવામાં આવી હતી, આ ખબર સાથે એક વિડિઓ ફૂટેજ બતાવવામાં આવી હતી જે વિડિઓ પર ટ્વીટર પર એક યુઝર્સ દ્વારા ટ્વીટ કરી આ વિડિઓ કોલકતાનો હોવાનું જણાવવામાં આવ્યું હતુ.",twitter user,2020-05-09T00:00:00Z,2020-05-09 00:00:00+00:00,2020.0,5.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.abplive.com/,2020-05-11T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,206,37,gujarati,True,xfact_2021
,,This is a proper Queen move! Proud of Deepika Padukone! India needs to stop allowing the government to distract us from its utter and total failure.,facebook user,2020-09-26T00:00:00Z,2020-09-26 00:00:00+00:00,2020.0,9.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-09-28T00:00:00Z,false,false,gu,Gujarati,148,26,latin,True,xfact_2021
,,"ઇમરાન ખાનથી ફ્રાન્સ ભડક્યું, 183 પાકિસ્તાનીના વિઝા રદ, 118 પાકિસ્તાનીઓને ફરજિયાત ડિપોર્ટ કરી દેવાયા",Facebook user,2020-11-04T00:00:00Z,2020-11-04 00:00:00+00:00,2020.0,11.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-11-04T00:00:00Z,false,false,gu,Gujarati,99,14,gujarati,True,xfact_2021
,,"સોશિયલ મીડિયા પર અને વોટસએપ પર એક વિડિઓ વાયરલ કરવામાં આવ્યો છે, જેમાં એક વ્યક્તિ દ્વારા કોરોના વાયરસની દવા બનાવવામાં આવી હોવાનો દાવો કરવામાં આવ્યો છે. જેના માટે વ્યક્તિએ પોતે એક વિડિઓ બનાવ્યો છે, જેમાં તે આ વિષય પર માહિતી આપે છે. જયારે સોશિયલ મીડિયા પર લોકોએ આ વિડિઓ પોસ્ટ કરી સાથે કેપ્શન આપ્યું છે. ""પોરબંદરના વિસાવાડા ગામના યુવાન રાજુભાઇ કેશવાલાયે દાવો કર્યો કે કોરોનાની દવા ગોતી લીધી છે,પણ મારી શરતો સરકાર પહેલા સ્વીકારવા તૈયાર થાય તો બતાવીશ""",Viral social media post,2020-04-29T00:00:00Z,2020-04-29 00:00:00+00:00,2020.0,4.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://zeenews.india.com/gujarati/world/gilead-sciences-claims-drug-affects-people-with-coronavirus-96785,2020-05-01T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,445,78,gujarati,True,xfact_2021
,,"સોશિયલ મીડિયા પર બાબા રામદેવ પર દાવો કરતી પોસ્ટ વાયરલ કરવામાં આવી છે, જેમાં બાબા રામદેવના 2212 કરોડ માફ કરવામાં આવ્યા હોવાનો દાવો કરવામાં આવ્યો છે. આ પોસ્ટમાં લખવામાં આવ્યું છે ""2014 માં તો મોદી આવશે તો 35 માં પેટ્રોલ મળશે એવું કેહવા વાળો #બાબારામદેવ 2212 કરોડ નો બુચ મારી ગયો. લે કચું કો લે""",facebook,2020-05-01T00:00:00Z,2020-05-01 00:00:00+00:00,2020.0,5.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://www.bbc.com/gujarati/india-53148057,2020-05-07T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,292,55,gujarati,True,xfact_2021
,,રાજકોટ હવે કોરોના વાયરસનું નવું હોટસ્પોટ બન્યું છે. રાજકોટમાં હાઈ એલર્ટ જાહેર કરાયું છે,facebook user,2020-09-12T00:00:00Z,2020-09-12 00:00:00+00:00,2020.0,9.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://tecno.dailyhunt.in/news/india/gujarati/newschecker+gujarati-epaper-nwschgu/rajakot+korona+vayarasanu+navu+hotaspot+banyu+hovano+bhramak+davo+vayaral-newsid-n214583364?pgs=N&pgn=0&,2020-09-14T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,87,14,gujarati,True,xfact_2021
,,દેશ ના #મહામહિમ રાષ્ટ્રપતિ સંસદ ના બંને ગૃહ ને સંબોધન દરમિયાન આવા #ફેક #અભિભાષણ કેન્દ્ર સરકાર ની યોજના પરિયોજના નો પક્ષ રાખવા માટે સંબોધન કરતા હશે,Facebook user,2020-09-28T00:00:00Z,2020-09-28 00:00:00+00:00,2020.0,9.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-09-29T00:00:00Z,false,false,gu,Gujarati,146,26,gujarati,True,xfact_2021
,,New Indian flag in attari border at 360 feet,facebook user,2020-08-31T00:00:00Z,2020-08-31 00:00:00+00:00,2020.0,8.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-09-08T00:00:00Z,false,false,gu,Gujarati,44,9,latin,True,xfact_2021
,,"યુનિસેફ, કોરોના વાયરસ કદમાં મોટા પ્રમાણમાં 400-500 માઇક્રોના કોષ વ્યાસ સાથે હોય છે, તેથી કોઈપણ માસ્ક તેની પ્રવેશને અટકાવે છે. યુનિસેફના નામ પર કેટલીક માહિતી શેયર કરવામાં આવી છે.",,2020-03-04T00:00:00Z,2020-03-04 00:00:00+00:00,2020.0,3.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.factcrescendo.com/the-truth-of-unicefs-message-regarding-the-corona-virus/,2020-03-11T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,177,29,gujarati,False,xfact_2021
,,"Rs. 2300 crore from Tirupati Temple transfered to Aandhra treasury, Rs. 600 Crore from Siddhi Vinayak Temple transfered to state treasure.",twitter user,2020-02-18T00:00:00Z,2020-02-18 00:00:00+00:00,2020.0,2.0,gujarati.newschecker.in,gujarati.newschecker.in,,,2020-02-18T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,138,21,latin,True,xfact_2021
,,"ફેસબુક, ટ્વીટર અને ટિક્ટોક પર એક વિડિઓ વાયરલ કરવામાં આવ્યો છે, જેમાં એક મુસ્લિમ્મ યુવક પોલિસ પર થુંક ફેંકી રહ્યો દેખાઈ રહ્યો છે. આ મુજબ દાવો કરવામાં આવ્યો છે કે નિઝામુદીન મરકજમાં પકડવામાં આવેલ યુવક કોરોના વાયરસ ફેલાવવા માટે થુંકી રહ્યો છે, અલગ-અલગ પોસ્ટ સાથે લખવામાં આવેલ કેપ્શન કંઈક આ પ્રમાણે છે "" કોને જોઈતું તું સબૂત લ્યો આ સબૂત.... #પોલીસ મિત્રો આને છોડશો નઇ"" , ""police pe thukta hai kuta"" , ""These people are dangerous than Coronavirus""",,2020-04-02T00:00:00Z,2020-04-02 00:00:00+00:00,2020.0,4.0,gujarati.newschecker.in,gujarati.newschecker.in,,https://gujarati.abplive.com/news/mehsana/woman-police-constable-suspended-for-creating-tiktok-video-inside-police-station-in-mehsana-424084,2020-04-21T00:00:00Z,partly true/misleading,misleading,gu,Gujarati,441,78,gujarati,False,xfact_2021
rainfall,,Images of roads blocked due to heavy rainfall on roads between Bhavnagar and Ahmedabad,Many,2016-06-20T00:00:00Z,2016-06-20 00:00:00+00:00,2016.0,6.0,Alt News,altnews.in,Old images shared as roads blocked in Gujarat due to heavy rainfall,https://www.altnews.in/old-images-shared-as-roads-blocked-in-gujarat-due-to-heavy-rainfall/,2019-07-30T00:00:00Z,False,false,gu,Gujarati,86,14,latin,True,fact_check_api
